aset_id,opd_id,kategori_kib,kondisi,status,luas_m2,umur_aset,address,lat,lon,poi_kampus_n,poi_kampus_d,poi_sekolah_n,poi_sekolah_d,poi_mal_n,poi_mal_d,poi_pasar_n,poi_pasar_d,poi_rumah_sakit_n,poi_rumah_sakit_d,poi_puskesmas_n,poi_puskesmas_d,poi_stasiun_n,poi_stasiun_d,poi_kantor_n,poi_kantor_d,poi_tempat_budaya_n,poi_tempat_budaya_d,poi_total,y_jenis,y_kontribusi,y_permintaan
aset-2126,4,0,0,1,1644,20,"Jl. KH Wahid Hasyim No. 6, Kel. Kesawan Kec. Medan Selayang, Kota Medan",3.601331,98.613598,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.7949,0,5,1800000,0
aset-2127,1,0,0,1,2020,18,"Jl. Marelan Raya No. 1, Kel. Pasar Merah Kec. Medan Deli, Kota Medan",3.540188,98.611316,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,2,2300000,0
aset-2128,6,2,1,1,1010,22,"Jl. Diponegoro No. 40, Kel. Pulo Brayan Kec. Medan Labuhan, Kota Medan",3.573002,98.621816,0,4.0387,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.0898,0,2,1400000,0
aset-2129,6,0,1,0,5250,19,"Jl. Katamso No. 40, Kel. Sikambing Kec. Medan Labuhan, Kota Medan",3.52801,98.666253,0,4.0296,0,5.0,0,4.3398,0,3.0034,0,5.0,0,3.1154,0,5.0,0,5.0,0,5.0,0,3,1600000,0
aset-2130,5,0,0,1,6766,8,"Jl. Jamin Ginting No. 45, Kel. Polonia Kec. Medan Polonia, Kota Medan",3.596283,98.694473,3,0.6893,7,1.2064,6,0.3386,2,1.5966,7,1.3138,0,3.2739,1,2.0611,1,2.1759,6,1.7267,33,2,583800000,2
aset-2131,3,2,1,0,2032,26,"Lingkungan Sutomo No. 7, Kel. Jati Kec. Medan Denai, Kota Medan",3.62735,98.700926,1,2.2709,1,2.8695,0,3.3244,0,5.0,3,2.22,0,5.0,0,4.9294,0,4.6936,0,4.6516,5,2,1000000,1
aset-2132,5,2,2,1,1484,28,"Lingkungan Cut Mutia No. 32, Kel. Sei Sikambing Kec. Medan Petisah, Kota Medan",3.565172,98.678262,2,2.394,5,2.5922,5,1.1568,2,1.979,3,2.3117,1,1.7906,1,2.7643,0,3.2259,4,1.2689,23,2,28100000,2
aset-2133,2,2,0,1,809,11,"Jl. Iskandar Muda No. 42, Kel. Jati Kec. Medan Deli, Kota Medan",3.549841,98.721189,0,5.0,0,4.6081,0,5.0,0,4.7512,0,4.8355,0,5.0,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-2134,6,2,2,0,912,14,"Jl. Marelan Raya No. 22, Kel. Pasar Merah Kec. Medan Helvetia, Kota Medan",3.549137,98.713692,0,5.0,0,4.2019,0,5.0,0,4.3158,0,4.4103,0,5.0,0,5.0,0,5.0,0,4.3893,0,4,400000,0
aset-2135,6,0,0,1,2137,17,"Jl. Thamrin No. 50, Kel. Suka Maju Kec. Medan Timur, Kota Medan",3.55476,98.646723,1,1.4457,0,5.0,1,2.7255,1,1.8842,0,4.3139,1,2.0331,0,5.0,0,5.0,0,3.9165,4,0,6900000,1
aset-2136,4,0,0,1,3129,12,"Jl. Veteran No. 50, Kel. Sunggal Kec. Medan Baru, Kota Medan",3.56539,98.663606,1,0.8007,0,3.0724,4,0.5195,1,1.1665,2,2.3712,1,1.0556,0,3.1141,0,3.4233,4,2.4976,13,5,9400000,1
aset-2137,1,2,0,1,829,6,"Jl. Balai Kota No. 45, Kel. Pusat Pasar Kec. Medan Baru, Kota Medan",3.537776,98.598866,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-2138,4,2,0,1,577,27,"Perumahan Diponegoro No. 12, Kel. Padang Bulan Kec. Medan Helvetia, Kota Medan",3.562106,98.688469,0,3.3057,2,2.3279,3,2.3208,2,2.2686,2,2.3772,1,2.6916,0,3.3527,0,3.8486,3,1.5313,13,2,4300000,1
aset-2139,2,0,1,1,923,12,"Jl. Katamso No. 25, Kel. Jati Kec. Medan Tembung, Kota Medan",3.524018,98.704219,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5,1600000,0
aset-2140,1,0,0,1,1795,13,"Jl. KH Wahid Hasyim No. 34, Kel. Pulo Brayan Kec. Medan Helvetia, Kota Medan",3.539684,98.596169,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,2,1100000,1
aset-2141,6,0,1,1,3741,13,"Jl. Thamrin No. 12, Kel. Gaharu Kec. Medan Baru, Kota Medan",3.588518,98.71192,1,2.737,1,2.0127,1,2.3085,1,2.2212,3,2.1875,0,5.0,0,3.8788,0,4.1423,0,3.3247,7,2,28400000,1
aset-2142,6,0,1,1,4901,6,"Jl. Marelan Raya No. 15, Kel. Pusat Pasar Kec. Medan Helvetia, Kota Medan",3.573956,98.67415,3,1.8211,6,1.8449,6,1.0101,3,2.1463,5,1.251,2,2.2399,1,1.8119,1,2.2308,7,1.0896,34,2,646600000,2
aset-2143,5,0,0,1,10593,22,"Lingkungan Veteran No. 40, Kel. Gaharu Kec. Medan Barat, Kota Medan",3.551424,98.681981,0,3.0768,0,3.6942,1,2.3253,1,2.0653,0,3.718,1,1.952,0,4.3249,0,4.7972,2,2.6413,5,2,22100000,1
aset-2144,4,2,2,1,1980,24,"Jl. Jamin Ginting No. 28, Kel. Petisah Tengah Kec. Medan Tembung, Kota Medan",3.58444,98.704323,2,2.1684,4,1.0696,4,1.7668,1,1.2856,4,1.2668,0,4.5192,0,3.0946,0,3.4234,3,2.4055,18,2,10900000,1
aset-2145,6,2,1,1,1250,9,"Perumahan Diponegoro No. 28, Kel. Suka Maju Kec. Medan Maimun, Kota Medan",3.57279,98.709083,0,3.4282,1,1.8685,0,3.0694,1,2.0577,1,2.1153,0,5.0,0,4.0421,0,4.4574,2,2.7904,5,1,900000,1
aset-2146,4,2,0,0,1730,11,"Jl. Yos Sudarso No. 3, Kel. Polonia Kec. Medan Polonia, Kota Medan",3.599592,98.678635,3,0.7137,7,0.8934,6,0.7405,2,1.1204,8,0.4779,1,1.597,1,1.0819,1,0.7412,7,0.8234,36,2,114200000,2
aset-2147,6,0,1,1,3061,19,"Jl. Diponegoro No. 5, Kel. Padang Bulan Kec. Medan Denai, Kota Medan",3.541138,98.611521,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,3200000,0
aset-2148,3,2,1,1,165,10,"Jl. Teuku Cik Ditiro No. 15, Kel. Merdeka Kec. Medan Deli, Kota Medan",3.623706,98.666858,2,1.8202,0,3.1354,2,0.5256,0,3.4452,2,2.1876,0,3.1986,0,3.9133,0,3.4245,0,3.3056,6,5,1000000,1
aset-2149,1,2,0,1,135,26,"Jl. Balai Kota No. 10, Kel. Aur Kec. Medan Denai, Kota Medan",3.528861,98.634638,0,4.5232,0,5.0,0,5.0,0,4.3343,0,5.0,0,4.5234,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-2150,6,0,0,1,388,23,"Lingkungan Sisingamangaraja No. 14, Kel. Kesawan Kec. Medan Petisah, Kota Medan",3.516046,98.672372,0,5.0,0,5.0,0,5.0,0,4.4263,0,5.0,0,4.5174,0,5.0,0,5.0,0,5.0,0,1,1100000,0
aset-2151,1,0,0,2,2360,19,"Jl. Sisingamangaraja No. 20, Kel. Merdeka Kec. Medan Barat, Kota Medan",3.542454,98.687148,0,4.0698,0,4.4828,0,3.4591,1,2.9474,0,4.555,1,2.8828,0,5.0,0,5.0,0,3.6479,2,5,4400000,1
aset-2152,4,0,1,1,3075,13,"Lorong Teuku Cik Ditiro No. 28, Kel. Polonia Kec. Medan Barat, Kota Medan",3.619929,98.64287,0,4.2983,0,4.4065,0,3.1938,0,4.3257,0,4.226,0,3.7034,0,5.0,0,4.5855,0,3.6933,0,2,4800000,0
aset-2153,5,0,2,1,692,12,"Jl. Putri Hijau No. 4, Kel. Pasar Merah Kec. Medan Petisah, Kota Medan",3.608211,98.647006,0,3.559,0,3.2487,1,2.9098,0,3.1545,1,2.9241,1,2.479,0,3.8961,0,3.4854,2,2.313,5,3,2100000,1
aset-2154,1,2,0,0,690,26,"Jl. Pemuda No. 18, Kel. Sei Sikambing Kec. Medan Marelan, Kota Medan",3.594967,98.669417,3,1.0972,6,0.3606,6,0.6586,2,0.2806,7,0.8249,1,0.4902,1,1.0066,1,0.6289,7,0.1905,34,2,39600000,2
aset-2155,5,2,1,1,509,12,"Jl. Marelan Raya No. 30, Kel. Padang Bulan Kec. Medan Denai, Kota Medan",3.586644,98.661146,3,1.8942,5,1.3966,6,1.59,1,1.3021,4,0.5016,1,1.0229,1,1.7986,1,1.7415,7,0.7307,29,2,9000000,2
aset-2156,1,0,1,1,1074,25,"Jl. Veteran No. 10, Kel. Pandan Selamat Kec. Medan Tembung, Kota Medan",3.563445,98.603501,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,2,3800000,0
aset-2157,6,0,0,0,1844,20,"Jl. Jamin Ginting No. 42, Kel. Titi Kuning Kec. Medan Tembung, Kota Medan",3.594065,98.699761,3,1.2833,6,1.4419,4,0.8626,1,1.5372,6,1.4412,0,3.859,1,2.5661,1,2.7479,5,2.1219,27,2,271900000,2
aset-2158,5,0,2,1,547,26,"Jl. Diponegoro No. 20, Kel. Jati Kec. Medan Johor, Kota Medan",3.562989,98.646437,1,1.1501,0,4.3656,1,2.4343,1,2.1165,0,3.551,1,2.2019,0,4.5306,0,4.6839,0,3.0445,4,3,2200000,1
aset-2159,1,0,0,1,2098,11,"Blok Diponegoro No. 8, Kel. Petisah Tengah Kec. Medan Barat, Kota Medan",3.554967,98.623044,0,3.8512,0,5.0,0,5.0,0,4.512,0,5.0,0,4.6577,0,5.0,0,5.0,0,5.0,0,2,4900000,0
aset-2160,3,0,2,0,4218,21,"Jl. Sutomo No. 6, Kel. Pulo Brayan Kec. Medan Maimun, Kota Medan",3.569294,98.689868,2,2.6484,5,1.5234,6,1.6855,1,1.455,3,1.5632,0,3.1308,1,2.7093,0,3.2046,5,0.9249,23,2,62700000,2
aset-2161,1,0,0,1,3292,21,"Lorong Iskandar Muda No. 8, Kel. Pandan Selamat Kec. Medan Deli, Kota Medan",3.535029,98.622218,0,4.94,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,0,4100000,0
aset-2162,5,2,1,1,1823,24,"Jl. Iskandar Muda No. 45, Kel. Pasar Merah Kec. Medan Sunggal, Kota Medan",3.551053,98.629936,0,3.2639,0,5.0,0,4.5814,0,3.7715,0,5.0,0,3.9301,0,5.0,0,5.0,0,5.0,0,1,700000,0
aset-2163,4,2,1,1,313,6,"Jl. Imam Bonjol No. 16, Kel. Polonia Kec. Medan Deli, Kota Medan",3.593012,98.638453,0,3.9092,0,3.7229,0,3.8101,0,3.6119,1,2.9796,1,2.9543,0,4.2909,0,4.0573,1,1.8897,3,2,600000,1
aset-2164,3,0,0,0,3177,17,"Jl. Katamso No. 40, Kel. Pulo Brayan Kec. Medan Sunggal, Kota Medan",3.613906,98.663815,2,1.9006,4,2.4958,2,1.5634,1,2.4576,4,1.9559,1,2.1063,0,3.0343,1,2.5377,3,2.2616,18,2,42100000,1
aset-2165,1,0,1,1,5955,27,"Jl. Yos Sudarso No. 7, Kel. Merdeka Kec. Medan Petisah, Kota Medan",3.632542,98.717721,0,4.0755,0,4.5009,0,5.0,0,5.0,0,3.6411,0,5.0,0,5.0,0,5.0,0,5.0,0,2,12600000,0
aset-2166,4,0,0,1,567,25,"Perumahan Iskandar Muda No. 50, Kel. Bantan Kec. Medan Barat, Kota Medan",3.584028,98.710078,1,2.7381,2,1.6885,1,2.3197,1,1.9087,2,1.8987,0,5.0,0,3.7305,0,4.0477,1,2.9945,8,2,5600000,1
aset-2167,2,0,0,1,2121,6,"Jl. Sisingamangaraja No. 48, Kel. Polonia Kec. Medan Maimun, Kota Medan",3.554485,98.679766,1,2.7189,0,3.4956,1,1.9083,1,1.7836,0,3.4944,1,1.6474,0,3.961,0,4.4256,2,2.3377,6,5,4100000,1
aset-2168,6,2,1,1,621,13,"Jl. HM Yamin No. 24, Kel. Petisah Tengah Kec. Medan Barat, Kota Medan",3.642984,98.608414,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-2169,5,0,0,1,11033,9,"Lorong Veteran No. 22, Kel. Padang Bulan Kec. Medan Denai, Kota Medan",3.582549,98.668205,4,1.3512,6,1.1387,7,0.7558,2,1.2028,5,0.5017,2,1.4294,1,1.2803,1,1.4798,7,1.0563,35,2,534500000,2
aset-2170,2,0,1,1,1338,6,"Jl. Gatot Subroto No. 15, Kel. Pasar Merah Kec. Medan Baru, Kota Medan",3.613146,98.721979,0,4.2161,0,3.878,0,3.9201,0,4.7261,1,2.9392,0,5.0,0,5.0,0,5.0,0,5.0,1,2,6300000,0
aset-2171,6,0,0,1,1807,26,"Jl. Imam Bonjol No. 12, Kel. Pandan Selamat Kec. Medan Kota, Kota Medan",3.5331,98.627035,0,4.6868,0,5.0,0,5.0,0,4.7365,0,5.0,0,4.9231,0,5.0,0,5.0,0,5.0,0,0,2400000,0
aset-2172,2,0,0,0,2952,7,"Jl. Sutomo No. 1, Kel. Kesawan Kec. Medan Barat, Kota Medan",3.59592,98.688982,3,0.0837,7,0.903,6,0.3702,2,1.6108,8,0.8859,1,2.6634,1,1.4838,1,1.5663,6,1.2587,35,2,518800000,2
aset-2173,6,0,0,1,1585,15,"Jl. Sudirman No. 12, Kel. Merdeka Kec. Medan Selayang, Kota Medan",3.610781,98.680601,4,0.5606,6,1.0429,5,1.5064,1,2.246,6,0.0975,1,2.4651,1,2.3451,1,1.9668,4,2.0833,29,2,167600000,2
aset-2174,5,2,1,0,860,24,"Jl. Balai Kota No. 14, Kel. Padang Bulan Kec. Medan Labuhan, Kota Medan",3.614271,98.684579,4,1.1087,6,1.0985,4,1.993,1,2.8045,5,0.6191,0,3.0517,1,2.8268,1,2.4921,2,2.5542,24,2,12500000,2
aset-2175,2,2,1,1,1021,21,"Komplek Diponegoro No. 24, Kel. Gaharu Kec. Medan Denai, Kota Medan",3.558377,98.720979,0,5.0,0,3.9003,0,5.0,0,4.0671,0,4.1398,0,5.0,0,5.0,0,5.0,0,4.5156,0,1,400000,0
aset-2176,3,2,2,1,399,25,"Jl. Iskandar Muda No. 40, Kel. Aur Kec. Medan Denai, Kota Medan",3.585432,98.689264,3,1.1356,7,0.7388,6,1.0113,2,0.5635,8,0.495,1,2.8953,1,1.4527,1,1.8476,6,0.8248,35,2,57700000,2
aset-2177,6,2,0,1,1157,19,"Jl. Katamso No. 40, Kel. Petisah Tengah Kec. Medan Labuhan, Kota Medan",3.585178,98.670348,4,0.989,7,0.7638,7,0.5702,2,0.8728,6,0.1844,1,1.243,1,0.9124,1,1.1085,7,0.7013,36,2,85900000,2
aset-2178,4,0,1,2,1803,18,"Lingkungan Ahmad Yani No. 25, Kel. Jati Kec. Medan Maimun, Kota Medan",3.612246,98.643802,0,3.9674,0,3.7911,0,3.3837,0,3.7,0,3.4951,0,3.0351,0,4.4376,0,4.0129,1,2.868,1,5,10000000,1
aset-2179,3,0,0,1,1460,20,"Jl. Katamso No. 24, Kel. Jati Kec. Medan Area, Kota Medan",3.528296,98.633672,0,4.6346,0,5.0,0,5.0,0,4.4562,0,5.0,0,4.6453,0,5.0,0,5.0,0,5.0,0,0,2400000,0
aset-2180,5,2,0,1,1830,15,"Jl. Cut Mutia No. 20, Kel. Sikambing Kec. Medan Timur, Kota Medan",3.59951,98.658492,2,2.3875,3,1.6647,4,1.5016,1,1.5655,5,1.3738,1,0.8792,1,2.3102,1,1.9317,5,1.2201,23,2,13300000,2
aset-2181,3,0,1,0,599,11,"Jl. Sudirman No. 18, Kel. Petisah Tengah Kec. Medan Sunggal, Kota Medan",3.546162,98.628149,0,3.69,0,5.0,0,4.9929,0,4.0633,0,5.0,0,4.2335,0,5.0,0,5.0,0,5.0,0,0,3500000,0
aset-2182,3,2,0,1,901,25,"Lingkungan Jamin Ginting No. 48, Kel. Kesawan Kec. Medan Timur, Kota Medan",3.593383,98.66981,3,0.9778,6,0.2468,7,0.8066,2,0.1388,7,0.7228,1,0.5632,1,0.8822,1,0.58,7,0.2122,35,2,82000000,2
aset-2183,3,2,1,1,825,12,"Jl. Teuku Daud No. 12, Kel. Pandan Selamat Kec. Medan Barat, Kota Medan",3.51659,98.624189,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-2184,4,2,0,1,662,14,"Gang Pemuda No. 14, Kel. Pusat Pasar Kec. Medan Marelan, Kota Medan",3.584881,98.663588,4,1.6835,5,1.2986,6,1.2836,1,1.2213,4,0.4841,1,1.136,1,1.5935,1,1.6223,7,1.0574,30,2,44000000,2
aset-2185,4,0,1,1,982,9,"Jl. Setiabudi No. 5, Kel. Padang Bulan Kec. Medan Kota, Kota Medan",3.585521,98.681911,3,0.6597,7,0.301,7,0.3847,2,1.2914,8,0.4399,1,2.1524,1,0.7383,1,1.2154,6,0.1648,36,2,989100000,2
aset-2186,3,0,0,1,2787,14,"Lorong HM Yamin No. 7, Kel. Pasar Merah Kec. Medan Baru, Kota Medan",3.549901,98.632868,0,3.0292,0,5.0,0,4.3379,0,3.4667,0,5.0,0,3.63,0,5.0,0,5.0,0,4.9935,0,0,6800000,0
aset-2187,2,2,0,2,1306,19,"Jl. Balai Kota No. 40, Kel. Sikambing Kec. Medan Selayang, Kota Medan",3.508268,98.652149,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,400000,0
aset-2188,3,2,2,1,2523,15,"Jl. Jamin Ginting No. 5, Kel. Pasar Merah Kec. Medan Sunggal, Kota Medan",3.58708,98.685028,3,0.8509,7,0.2472,7,0.6699,2,1.0497,8,0.1024,1,2.3907,1,0.9482,1,1.353,6,0.3361,36,2,134700000,2
aset-2189,1,2,0,1,1247,18,"Jl. Pemuda No. 8, Kel. Bantan Kec. Medan Deli, Kota Medan",3.602756,98.646655,0,3.6076,0,3.0147,1,2.8259,1,2.9114,1,2.5465,1,2.211,0,3.6541,0,3.2929,2,1.7881,6,1,800000,1
aset-2190,2,0,0,0,1691,16,"Lingkungan Marelan Raya No. 14, Kel. Kesawan Kec. Medan Labuhan, Kota Medan",3.631498,98.708703,0,3.0747,0,3.7362,0,4.2283,0,5.0,1,2.9688,0,5.0,0,5.0,0,5.0,0,5.0,1,1,1300000,0
aset-2191,4,0,0,1,719,23,"Jl. Setiabudi No. 30, Kel. Padang Bulan Kec. Medan Perjuangan, Kota Medan",3.542025,98.690784,0,4.4345,0,4.4696,0,3.7558,0,3.3293,0,4.5629,0,3.2563,0,5.0,0,5.0,0,3.7563,0,2,700000,0
aset-2192,3,0,1,1,829,9,"Lingkungan Balai Kota No. 16, Kel. Sei Sikambing Kec. Medan Labuhan, Kota Medan",3.583048,98.671496,4,1.0419,6,0.9269,7,0.3889,2,1.108,5,0.2242,1,1.5119,1,0.9853,1,1.2784,7,0.7437,34,2,452600000,2
aset-2193,2,2,1,1,692,10,"Jl. Putri Hijau No. 32, Kel. Polonia Kec. Medan Kota, Kota Medan",3.572545,98.708605,0,3.4132,1,1.8399,0,3.0587,1,2.026,1,2.0859,0,5.0,0,4.0087,0,4.4272,2,2.7422,5,1,1100000,1
aset-2194,5,0,2,0,6178,26,"Blok Iskandar Muda No. 12, Kel. Pusat Pasar Kec. Medan Johor, Kota Medan",3.573619,98.666065,2,1.5657,5,2.1239,5,0.7667,2,2.0979,4,1.4267,2,1.9627,1,2.1888,1,2.4737,7,1.9424,29,2,758100000,2
aset-2195,5,2,0,1,583,22,"Jl. Pemuda No. 24, Kel. Bantan Kec. Medan Denai, Kota Medan",3.557359,98.69303,0,3.989,1,2.7486,1,2.9775,1,2.7399,1,2.8511,0,3.1145,0,4.042,0,4.5391,2,2.2177,6,1,400000,1
aset-2196,2,2,0,0,140,27,"Blok Katamso No. 34, Kel. Pusat Pasar Kec. Medan Sunggal, Kota Medan",3.580331,98.640258,1,2.6616,0,3.7939,0,3.4171,0,3.6911,1,2.9101,0,3.1937,0,4.2169,0,4.1443,1,1.8989,3,1,300000,0
aset-2197,2,2,1,1,1442,18,"Jl. Sudirman No. 24, Kel. Sikambing Kec. Medan Labuhan, Kota Medan",3.58416,98.681464,3,0.7508,7,0.4597,7,0.2893,2,1.3026,7,0.5799,1,2.1889,1,0.8167,1,1.3083,7,0.3213,36,2,596400000,2
aset-2198,5,2,0,0,816,16,"Jl. Teuku Daud No. 34, Kel. Sunggal Kec. Medan Sunggal, Kota Medan",3.582268,98.641969,1,2.7017,0,3.54,0,3.3508,0,3.4357,1,2.6633,1,2.9219,0,3.9816,0,3.8909,1,1.6285,4,1,500000,1
aset-2199,5,0,1,1,8806,15,"Jl. Imam Bonjol No. 12, Kel. Aur Kec. Medan Deli, Kota Medan",3.585736,98.705416,1,2.1934,4,1.2283,4,1.7794,1,1.4391,4,1.4111,0,4.602,0,3.1889,0,3.4983,3,2.5732,17,2,56800000,1
aset-2200,4,0,1,1,2777,14,"Jl. Imam Bonjol No. 15, Kel. Padang Bulan Kec. Medan Petisah, Kota Medan",3.579225,98.611734,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.9231,0,1,1000000,0
aset-2201,3,2,0,1,2843,7,"Jl. Diponegoro No. 3, Kel. Padang Bulan Kec. Medan Labuhan, Kota Medan",3.539435,98.608103,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,400000,0
aset-2202,2,0,0,1,1289,19,"Jl. HM Yamin No. 7, Kel. Sunggal Kec. Medan Area, Kota Medan",3.582911,98.665029,4,1.6261,5,1.3416,6,1.1066,1,1.3029,4,0.677,2,1.3442,1,1.5447,1,1.6567,7,1.2763,31,2,175500000,2
aset-2203,4,2,0,0,982,18,"Komplek Iskandar Muda No. 12, Kel. Merdeka Kec. Medan Kota, Kota Medan",3.58736,98.665883,4,1.3632,5,0.9242,6,1.122,1,0.8461,5,0.207,1,0.8551,1,1.2682,1,1.2526,7,0.7748,31,2,68500000,2
aset-2204,1,0,0,1,996,14,"Jl. Yos Sudarso No. 30, Kel. Sei Sikambing Kec. Medan Petisah, Kota Medan",3.525968,98.671356,0,4.4233,0,5.0,0,4.5777,0,3.3274,0,5.0,0,3.4131,0,5.0,0,5.0,0,5.0,0,2,1800000,0
aset-2205,4,0,1,0,593,13,"Jl. Setiabudi No. 8, Kel. Sei Sikambing Kec. Medan Kota, Kota Medan",3.56647,98.661632,1,0.6607,0,3.0535,3,0.7091,1,1.3069,2,2.3599,1,1.2228,0,3.1232,0,3.4017,4,2.6111,12,2,6000000,1
aset-2206,5,2,1,1,603,6,"Jl. Marelan Raya No. 3, Kel. Pasar Merah Kec. Medan Baru, Kota Medan",3.528753,98.673877,0,4.2537,0,5.0,0,4.3026,0,3.1191,0,5.0,0,3.1859,0,5.0,0,5.0,0,5.0,0,4,100000,0
aset-2207,4,0,0,0,20194,25,"Komplek Sutomo No. 14, Kel. Sikambing Kec. Medan Labuhan, Kota Medan",3.549053,98.616337,0,4.7508,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,2,18600000,0
aset-2208,5,2,1,1,581,13,"Jl. Thamrin No. 40, Kel. Kesawan Kec. Medan Area, Kota Medan",3.542276,98.657479,1,2.3056,0,5.0,1,2.9868,1,1.5643,0,5.0,1,1.7394,0,5.0,0,5.0,0,4.6818,4,1,500000,1
aset-2209,5,2,0,1,603,12,"Jl. Thamrin No. 36, Kel. Pusat Pasar Kec. Medan Petisah, Kota Medan",3.63455,98.6603,1,2.3146,0,4.4996,1,1.5211,0,4.7703,0,3.5678,0,4.4286,0,5.0,0,4.795,0,4.5892,2,1,800000,1
aset-2210,3,0,0,2,3034,21,"Jl. Pemuda No. 22, Kel. Pusat Pasar Kec. Medan Deli, Kota Medan",3.53719,98.648573,0,3.0117,0,5.0,0,3.9542,1,2.5878,0,5.0,1,2.7746,0,5.0,0,5.0,0,5.0,2,0,13400000,0
aset-2211,2,0,1,0,1019,8,"Jl. Veteran No. 14, Kel. Jati Kec. Medan Denai, Kota Medan",3.609079,98.665565,3,1.5298,5,1.9253,4,1.2095,1,1.8869,5,1.716,1,1.5668,1,2.4721,1,1.9768,4,1.6984,25,2,117900000,2
aset-2212,1,0,0,0,6043,16,"Jl. Teuku Cik Ditiro No. 48, Kel. Pasar Merah Kec. Medan Polonia, Kota Medan",3.557499,98.624302,0,3.6581,0,5.0,0,4.9633,0,4.3819,0,5.0,0,4.5197,0,5.0,0,5.0,0,4.8863,0,1,10200000,0
aset-2213,3,0,0,1,13723,9,"Jl. Sutomo No. 10, Kel. Polonia Kec. Medan Kota, Kota Medan",3.637637,98.699015,1,2.0951,0,3.8294,0,3.3674,0,5.0,0,3.3124,0,5.0,0,5.0,0,5.0,0,5.0,1,0,10900000,1
aset-2214,1,2,1,1,1784,7,"Jl. Teuku Cik Ditiro No. 30, Kel. Gaharu Kec. Medan Sunggal, Kota Medan",3.567667,98.677958,2,2.4048,6,2.3291,5,1.1076,3,2.1258,4,2.0376,1,1.9368,1,2.4856,1,2.9464,5,1.0573,28,2,54900000,2
aset-2215,2,0,0,1,1155,12,"Jl. Balai Kota No. 1, Kel. Petisah Tengah Kec. Medan Johor, Kota Medan",3.530425,98.630239,0,4.6701,0,5.0,0,5.0,0,4.6041,0,5.0,0,4.7928,0,5.0,0,5.0,0,5.0,0,5,2300000,0
aset-2216,6,0,2,1,1026,13,"Jl. Veteran No. 32, Kel. Merdeka Kec. Medan Barat, Kota Medan",3.632176,98.599632,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,400000,0
aset-2217,6,2,0,1,268,22,"Jl. Ahmad Yani No. 32, Kel. Pandan Selamat Kec. Medan Selayang, Kota Medan",3.52475,98.642011,0,4.559,0,5.0,0,5.0,0,4.1272,0,5.0,0,4.311,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-2218,3,0,1,1,3578,25,"Jl. Teuku Cik Ditiro No. 15, Kel. Padang Bulan Kec. Medan Timur, Kota Medan",3.546628,98.688521,0,3.9632,0,3.9983,0,3.2121,1,2.9041,0,4.0748,1,2.8107,0,4.9893,0,5.0,0,3.2072,2,2,17900000,1
aset-2219,6,2,0,1,1413,6,"Jl. Setiabudi No. 10, Kel. Sei Sikambing Kec. Medan Denai, Kota Medan",3.585458,98.689664,3,1.1379,7,0.706,6,1.0383,2,0.5337,8,0.4601,1,2.9356,1,1.4935,1,1.8843,6,0.8677,35,2,63000000,2
aset-2220,3,2,1,1,582,21,"Jl. Iskandar Muda No. 24, Kel. Jati Kec. Medan Perjuangan, Kota Medan",3.615536,98.641354,0,4.3102,0,4.2244,0,3.4896,0,4.1356,0,3.9487,0,3.4786,0,4.8694,0,4.4358,0,3.3166,0,1,200000,0
